Depot,Allocated Depot,OperatingDepotCode,FleetNo,RegNumber,VehicleType Equinox,VehicleGroupDescription,VehicleAllocation,Branding,Service Specific Vehicle Type,Vehicle Class(HxGN),,,,,,,
Go North East Coach,Go North East Coach,NATX,7141,BM68AHE,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7142,BM68AHF,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7145,BV69KPF,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7146,BV69KPG,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7147,BV69KPJ,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7148,BV69KPK,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7149,BV69KRD,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7158,BX65WAO,Volvo B8R Levante D8K350 At2412E 12.5 6,Coach,Contract Work,Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7159,BX65WAU,Volvo B8R Levante D8K350 At2412E 12.5 6,Coach,Contract Work,Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7160,BX65WCK,Volvo B8R Levante D8K350 At2412E 12.5 6,Coach,Contract Work,Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7161,BV74LNR,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach  ,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7162,BV74LNT,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach  ,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7163,BV74LNU,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach  ,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7164,BV74LNW,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach  ,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7165,BV74LNX,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach  ,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7166,BV74LNY,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach  ,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7167,BV74LOF,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach  ,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7168,BV74LOH,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach  ,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7169,BV25KWB,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7170,BV25KWC,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7171,BV25KWD,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7172,BV25KWE,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7173,BV25KWF,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7174,BV25KWG,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7175,BV25KWH,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7176,BV25KWJ,Scania KEB6X2 CBRVAR008 GRS895R DC13 14.2 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,,,,,,,,
Go North East Reserve Fleet,Go North East Reserve Fleet,GNERF,6972,LX58CXJ,ADL Enviro 400 Olympus ISBe4 5HP502 10.3 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Hexham,Hexham,HEXH,664,NK15GFV,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Hexham,Hexham,HEXH,665,NK15GFX,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Hexham,Hexham,HEXH,666,NK15EMJ,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Hexham,Hexham,HEXH,667,NK16BXH,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Hexham,Hexham,HEXH,668,NK16BXJ,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Hexham,Hexham,HEXH,669,NK16BXL,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Hexham,Hexham,HEXH,670,NK16BXM,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Hexham,Hexham,HEXH,671,NK16BXN,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Hexham,Hexham,HEXH,721,KY63VTL,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Hexham,Hexham,HEXH,723,YD63UZC,Optare Solo SR Solo SR OM904LA S2100 9 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Hexham,Hexham,HEXH,1063,EY67WTW,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Hexham,Hexham,HEXH,1101,EK61UDV,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Hexham,Hexham,HEXH,5377,NL63YAA,Optare Versa V1170 Versa ISBe6 S2100 11.7 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Hexham,Hexham,HEXH,5378,NL63YAD,Optare Versa V1170 Versa ISBe6 S2100 11.7 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Hexham,Hexham,HEXH,5379,NL63YAE,Optare Versa V1170 Versa ISBe6 S2100 11.7 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Hexham,Hexham,HEXH,5380,NL63YAF,Optare Versa V1170 Versa ISBe6 S2100 11.7 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Hexham,Hexham,HEXH,6072,NK62FBA,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Hexham,Hexham,HEXH,6073,NK62FCC,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Hexham,Hexham,HEXH,6074,NK62FDM,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Hexham,Hexham,HEXH,6075,NK62FDN,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Hexham,Hexham,HEXH,6158,LJ62KYA,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,661,NK15GFJ,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Percy Main,Percy Main,PERC,672,NK16BXO,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Percy Main,Percy Main,PERC,680,NK16BXY,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Percy Main,Percy Main,PERC,681,NK66CWW,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Percy Main,Percy Main,PERC,726,NK68BZW,Optare Solo Solo OM934LA T2100 9.2 6,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Percy Main,Percy Main,PERC,727,NK68BZX,Optare Solo Solo OM934LA T2100 9.2 6,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Percy Main,Percy Main,PERC,1061,EY67ZCT,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Percy Main,Percy Main,PERC,1103,EA66AYU,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Percy Main,Percy Main,PERC,1104,EA66AZJ,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Percy Main,Percy Main,PERC,1105,EA66AZN,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Percy Main,Percy Main,PERC,1110,EO66YXS,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Percy Main,Percy Main,PERC,1111,EO66YYB,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Percy Main,Percy Main,PERC,1112,EX66PKE,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Percy Main,Percy Main,PERC,5442,NK66EVB,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5443,NK66EVC,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5444,NK66EVD,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5445,NK66EVF,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5446,NK66EVG,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5447,NK66EVH,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5448,NK66EVJ,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5449,NK66EVL,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5450,NK66EVM,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5451,NK66EVN,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5452,NK66EWA,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5453,NK66EWB,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5454,NK66EWC,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5455,NK66EWD,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5456,NK66EWE,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5460,NK66EWL,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,WASH,5466,NK17GHX,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5470,NK17GJF,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5471,NK17GJG,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5472,NK17GJJ,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5473,NK17GJO,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5474,NK17GJU,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5475,NK17GJV,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5476,NK17GJX,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5477,NK17GJY,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5478,NK17GJZ,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5479,NK17GKA,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,5480,NK17GKC,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6101,NL63YJE,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6102,NL63YJF,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6103,NL63XBT,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6104,NL63YJG,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6105,NL63YJH,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6106,NL63YCJ,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6107,NL63YCK,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6108,NL63YCM,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6109,NL63YCN,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6110,NL63YCO,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6111,NL63XBV,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6112,NL63XBW,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6113,NL63XBX,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6114,NL63XBY,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6115,NL63XBZ,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6116,NL63XCA,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6117,NL63XCB,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6197,BG59FXB,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6198,LK59FDM,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6199,LK59FDO,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6200,LX59CYA,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6206,LX59CYT,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6207,LX59CYU,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6210,CU7661,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6211,CU6860,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6212,JCN822,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main,Percy Main,PERC,6996,LIG9116,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Percy Main ,Percy Main,PERC,8314,NK10GOE,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8320,NK11FXC,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8321,NK11FXD,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8322,NK11FXE,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8323,NK11FXF,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8324,NK11FXG,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8325,NK11FXH,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8342,NL63XBM,Wrightbus Streetlite DF Streetlite ISBe5 D854.5E 10.8 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8343,NL63XBN,Wrightbus Streetlite DF Streetlite ISBe5 D854.5E 10.8 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8344,NL63XBO,Wrightbus Streetlite DF Streetlite ISBe5 D854.5E 10.8 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8345,NL63XBP,Wrightbus Streetlite DF Streetlite ISBe5 D854.5E 10.8 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,8346,NL63XBR,Wrightbus Streetlite DF Streetlite ISBe5 D854.5E 10.8 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Percy Main,Percy Main,PERC,6993,SNZ1104,Scania N230UD Enviro 400 DC930 5HP504 10.9 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,,,,,,,,
Gateshead Riverside,Percy Main,PERC,6994,NLZ5111,Scania N230UD Enviro 400 DC930 5HP504 10.9 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,,,,,,,,
Percy Main,Percy Main,PERC,6995,MIG7113,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,,,,,,,,
Bensham Head Office,Percy Main ,BENH,5516,SM13NDO,Wrightbus Streetlite DF Streetlite OM934 D624.6E 10.8 6,Single Deck,Stage Carriage,Bensham HO - TRN,TRN-VEH,SDD,,,,,,,
Bensham Head Office,Percy Main ,BENH,5521,SM13NDZ,Wrightbus Streetlite DF Streetlite DF ISBe4 DIWA 11.6 5 (SCRT Emissions upgrade to Euro 6),Single Deck,Stage Carriage,Bensham HO - TRN,TRN-VEH,SDD,,,,,,,
Washington,Washington,WASH,683,NK66CWY,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Washington,Washington,WASH,684,NK66CWZ,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,DDD,,,,,,,
Washington,Washington,WASH,685,NK66CXA,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Washington,Washington,WASH,686,NK66CXB,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Washington,Washington,WASH,687,NK66CXC,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Washington,Washington,WASH,688,NK66CXD,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Washington,Washington,WASH,689,NK66CXE,Optare Solo SR Solo SR OM904LA S2100 9.2 5,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Washington,Washington,WASH,709,WK58EAJ,Optare Solo Solo OM904LA S2000 8.8 4,Single Deck,Stage Carriage,,MBD,SDD,,,,,,,
Washington,Washington,WASH,729,NK69FAA,Mercedes Sprinter Atlas 516 340 7.3 6,Minibus,Stage Carriage,,MBD,MDB,,,,,,,
Washington,Washington,WASH,1064,EY67WSX,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Washington,Washington,WASH,1109,EO66BUJ,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Washington,Washington,WASH,1114,EX66PTO,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Washington,Washington,WASH,1115,EX66PVU,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Washington,Washington,WASH,1119,RE13CJZ,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Washington,Washington,WASH,1120,EX66UYB,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
Washington,Washington,WASH,5358,BX63BCK,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5359,BX63BCO,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5360,BX63BCU,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5361,BX63BCV,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Washington,Washington,WASH,5362,BX63BCY,Mercedes 0530N Citaro OM906hLA 6HP502 12 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
